Price,Close,High,Low,Open,Volume
Ticker,CAR,CAR,CAR,CAR,CAR
Date,,,,,
2001-07-30,28.541349411010742,28.972738438556846,28.290862890920636,28.972738438556846,3571250
2001-07-31,28.318695068359375,28.541348640946527,27.984713050583622,28.527430511679167,4938375
2001-08-01,27.45591163635254,28.5135135375848,27.066268743325136,28.5135135375848,11328000
2001-08-02,27.135852813720703,27.48374802232836,26.579218821053242,27.40025250870444,6711313
2001-08-03,27.135852813720703,27.149767626727883,26.579218821053242,27.135852813720703,4306438
2001-08-06,27.261089324951172,27.44199513136031,27.038435769540712,27.205426765546004,2551125
2001-08-07,27.831642150878906,27.831642150878906,27.0106084950894,27.149766573132183,4287375
2001-08-08,27.650732040405273,27.915133343123916,27.28892042990393,27.622900760880913,5288750
2001-08-09,26.968854904174805,27.831636128461113,26.88536107075324,27.428076794125147,4425438
2001-08-10,26.71837615966797,26.94102975052804,25.7442696027217,26.787955199449847,4301563
2001-08-13,27.302839279174805,27.46982862977276,26.440057926444474,26.73229053416217,5473938
2001-08-14,27.762060165405273,28.040377950847468,27.372417256460164,27.41416500722124,4468563
2001-08-15,28.26302719116211,28.276945319446682,27.692480147399397,27.762059176557894,4258500
2001-08-16,28.04037857055664,28.31869470325482,27.97079787848709,28.17953663690573,4014188
2001-08-17,27.887298583984375,28.05428956801772,27.775973473155183,28.040374758611456,6249500
2001-08-20,27.87338638305664,27.88730119376509,27.48374348200614,27.88730119376509,2578375
2001-08-21,28.555259704589844,28.750080310862426,27.789888771360904,27.970794567982477,6750625
2001-08-22,28.36043930053711,28.708332768820235,27.831636716552847,28.610922464989375,2878500
2001-08-23,28.903160095214844,28.944907851959705,28.249117435862676,28.36044589311245,4123375
2001-08-24,28.680505752563477,28.94490375076458,28.5970102509042,28.903155999934945,3326625
2001-08-27,27.99863052368164,28.680506036940127,27.929049832345687,28.680506036940127,2187063
2001-08-28,27.414165496826172,27.817723223969026,27.19151192805391,27.70639809847789,3620563
2001-08-29,26.92711067199707,27.65073394278529,26.857531638951663,27.40024909204283,2148438
2001-08-30,26.50963592529297,26.996690805429612,25.758181388611685,26.60704623776231,4355688
2001-08-31,26.537466049194336,26.774036073456738,26.022581569536847,26.32872896347685,2645063
2001-09-04,26.259151458740234,26.78795243835685,26.175657614944974,26.78795243835685,1924188
2001-09-05,25.883424758911133,26.398309263364933,25.50769665940906,26.259151199518232,5164688
2001-09-06,25.4102840423584,25.86950594319049,25.31287373827761,25.32679020695836,3551250
2001-09-07,24.352685928344727,25.257215059095742,23.754305884414862,25.076309232945537,7633625
2001-09-10,24.714496612548828,24.895402431612734,23.837800457773756,24.004789806565434,5226875
2001-09-17,20.038780212402344,25.04847360660803,17.96532249876504,18.13231183619992,23801313
2001-09-18,19.34299087524414,20.31709906933196,19.134253760559993,19.34299087524414,8688125
2001-09-19,17.394775390625,19.607391364430075,16.977301179384813,19.342990035307594,15133188
2001-09-20,16.267593383789062,16.685067570061026,15.655296915253212,16.559825977737418,13926063
2001-09-21,15.349152565002441,16.267596621134395,14.750770788257265,15.30740480628821,8507813
2001-09-24,16.058856964111328,17.89574478785726,15.724876605750692,16.00319274160371,12422625
2001-09-25,16.907718658447266,17.04687670017155,15.724873644896165,16.28150581179329,7134313
2001-09-26,16.128435134887695,16.824225437281843,15.933612854880373,16.768562876648286,6169125
2001-09-27,15.919699668884277,16.351088705057904,15.390896994422855,16.142351593036604,7904250
2001-09-28,17.812246322631836,18.20188917983513,16.698981964276562,16.698981964276562,16908813
2001-10-01,17.631343841552734,18.007071960127575,17.394775452783616,17.81224966551561,7118000
2001-10-02,16.949466705322266,17.60350918132329,16.434580614635003,17.32519309290628,8919500
2001-10-03,17.95140838623047,18.29930523499534,17.18603896851701,17.450438649259976,9606938
2001-10-04,18.327133178710938,18.48020603902258,17.951405115003233,18.438459950961562,7123938
2001-10-05,18.09056282043457,18.368880575198382,17.42260385856995,18.32713282903907,4172938
2001-10-08,16.907718658447266,17.951403971379374,16.531990618675938,17.951403971379374,6362250
2001-10-09,16.754648208618164,17.32519698148869,16.587658849866703,17.241701472665405,5348188
2001-10-10,17.366943359375,17.50610142378723,16.71289912952154,16.71289912952154,3085313
2001-10-11,18.995092391967773,19.203829470474638,17.728753452134868,18.062732114187916,9227250
2001-10-12,18.967260360717773,19.06467066171041,18.29930140421936,18.57761749785247,4149313
2001-10-15,18.16014289855957,18.842018368356978,18.020984842547225,18.64719775349765,5487063
2001-10-16,18.16014289855957,18.702860312344637,17.853995507111392,18.57761872549148,5593563
2001-10-17,17.88182830810547,18.85593644197393,17.770501522043787,18.85593644197393,5287688
2001-10-18,18.13231658935547,18.22972692348612,17.478273878597864,17.88183168809427,3554063
2001-10-19,18.28538703918457,18.396713821221695,17.89574413150212,18.132312506521657,3436813
2001-10-22,18.716777801513672,18.953346177847965,18.22972292003252,18.285387140807924,3107188
2001-10-23,19.21774673461914,19.496062850813452,18.71677706191142,18.71677706191142,5221000
2001-10-24,19.134248733520508,20.24751471158197,18.52195236264197,20.177935691634048,7787188
2001-10-25,18.92551612854004,19.07859067201545,18.480208968937056,18.85593709221396,4412313
2001-10-26,19.273408889770508,19.53781018994253,18.828103444985103,18.911597282754002,3367188
2001-10-29,18.661113739013672,19.412568284142843,18.438461830708537,18.925515057425688,2765375
2001-10-30,17.93749237060547,18.716778207192043,17.85399686708012,18.521955918597897,3879688
2001-10-31,18.03490447998047,18.285389356585487,17.575682482687135,18.09056704860595,3280125
2001-11-01,18.605453491210938,18.758528045065628,17.812251096194153,18.090567260369813,3613938
2001-11-02,18.730693817138672,18.730693817138672,18.11839896149632,18.605452215405716,2115563
2001-11-05,19.162086486816406,19.398656561719616,18.64720189694138,18.730695753764348,4078125
2001-11-06,19.273408889770508,19.45431469327876,19.02292405867407,19.273408889770508,4697625
2001-11-07,19.398656845092773,19.468235889575944,19.17600323918852,19.273413569685903,3806063
2001-11-08,19.69088363647461,20.09444300373402,19.412567517907394,19.482146547549196,5024250
2001-11-09,20.247520446777344,20.456257565746782,19.718719413609072,19.718719413609072,5466250
2001-11-12,19.30124282836914,19.7048022393203,18.45237791127799,19.7048022393203,7153688
2001-11-13,19.62130355834961,19.690882584273393,19.329072644806626,19.342987454654484,3075938
2001-11-14,20.651077270507812,20.92939341642863,19.843960115558417,19.87179139837148,7108813
2001-11-15,21.889583587646484,22.209647464899057,20.45625520439885,20.664992299272924,10771188
2001-11-16,22.474050521850586,22.891524743947446,22.19573437378601,22.390555013873175,8538500
2001-11-19,22.613204956054688,22.9611000851381,22.056572749521223,22.613204956054688,3583125
2001-11-20,21.875669479370117,22.279227212198812,21.583436873601045,21.63909943713086,7329375
2001-11-21,22.26531219482422,22.26531219482422,21.653015707184515,22.126154128391786,3504125
2001-11-23,22.474050521850586,22.54362955886673,22.14007014883604,22.446219238823147,987250
2001-11-26,22.752365112304688,22.84977542567963,22.36272219990994,22.474048983293436,4436625
2001-11-27,22.766281127929688,23.072428531952788,22.474048534742437,22.752364658198886,6606750
2001-11-28,22.752365112304688,23.044597711324496,22.627123517807618,22.961102209063128,4831063
2001-11-29,23.100261688232422,23.281167514947434,22.710618751975876,22.7523665056632,5737188
2001-11-30,23.712553024291992,23.96303783279619,23.002846343345894,23.100256641404545,10978313
2001-12-03,23.60123062133789,24.004790014889643,22.988934125261274,23.712557407796822,6030625
2001-12-04,24.14394760131836,24.338768229561534,23.517736306243155,23.601230150249517,5139500
2001-12-05,24.756240844726562,24.90931370148272,24.450091813424688,24.63099760676813,8707625
2001-12-06,25.46595001220703,25.869507725006816,24.7979893296306,24.86756836003711,8642313
2001-12-07,26.231319427490234,26.509635549973694,25.535529121281584,25.88342427438591,9119000
2001-12-10,25.897340774536133,26.412226961834094,25.674688857362064,26.20348985635494,4636938
2001-12-11,26.189571380615234,26.607045559610512,25.81384495129847,26.036498510320587,4806438
2001-12-12,26.593128204345703,27.066266557270453,26.21740015208657,26.426138880505402,8176563
2001-12-13,26.0643310546875,26.453973972427814,25.81384620336194,26.440057502228335,3910500
2001-12-14,26.078243255615234,26.203486498188933,25.605106540723053,25.925170393218277,3243125
2001-12-17,26.50963592529297,27.066269837035566,25.953003672445337,26.022582704051292,4562188
2001-12-18,27.135852813720703,27.24717795335899,26.746209848301085,26.857534987939367,6151188
2001-12-19,27.066268920898438,27.636815965418442,26.88536311306725,26.92710920350183,5264563
2001-12-20,27.066268920898438,27.525490845733014,26.996689891647588,27.205426979400134,3110500
2001-12-21,27.27501106262207,27.775980829614213,26.899282907930356,27.762064357627402,4305188
